,site,lat,lon,elv,age,Tmin_pred,gdd_pred,alpha_pred,Tmax_pred,Tmin_sse,gdd_sse,alpha_sse,Tmax_sse
1073,GeoT� SL1,40.1,24.36,0,2439,-5.786586661,2798.945481,0.927759166,18.87855222,1.175598406,108.6524518,0.026752744,0.462262373
1074,GeoT� SL1,40.1,24.36,0,2767,-1.757467709,3641.810807,0.78729057,20.61994834,1.385647157,96.93819604,0.026376114,0.324340452
1075,GeoT� SL1,40.1,24.36,0,3094,-1.448462474,3734.000992,0.841797304,22.24320178,1.480863162,234.9952547,0.02217571,1.146153544
1076,GeoT� SL1,40.1,24.36,0,3416,0.104889769,4133.252725,0.729962893,21.46554634,1.267661927,95.86818752,0.019467972,0.358484834
1077,GeoT� SL1,40.1,24.36,0,3733,-1.375438973,3772.777859,0.785076373,20.9812999,1.361917259,94.67421087,0.023152004,0.319992868
1078,GeoT� SL1,40.1,24.36,0,4050,-1.51398343,3782.009017,0.82375804,22.17004809,1.604527755,195.7062605,0.027300998,0.953816422
1079,GeoT� SL1,40.1,24.36,0,4366,-0.564075548,4312.404328,0.778115896,24.19707395,1.760454441,298.674561,0.023972093,1.174034972
1080,GeoT� SL1,40.1,24.36,0,4668,-1.632828527,3698.12738,0.789550455,20.45975948,1.249340991,88.89243127,0.019863856,0.343302354
1081,GeoT� SL1,40.1,24.36,0,4971,-1.439034269,4041.936256,0.749230684,22.84711868,1.508772874,198.8621048,0.025078305,0.942876455
1082,GeoT� SL1,40.1,24.36,0,5273,-2.423503256,3726.551623,0.781108652,21.30647587,1.602908805,101.7433164,0.028307926,0.321735822
1083,GeoT� SL1,40.1,24.36,0,5511,-2.172651514,3861.596405,0.76981854,22.0290422,1.605014481,140.5623982,0.025910571,0.680468501
1084,GeoT� SL1,40.1,24.36,0,5695,-0.167230508,4194.558137,0.81567682,23.79444595,1.656053444,313.2661825,0.022064219,1.318486682
1085,GeoT� SL1,40.1,24.36,0,5879,-2.181650638,3451.336475,0.883054257,21.30584344,1.416128895,218.4317236,0.019957782,1.213975156
1086,GeoT� SL1,40.1,24.36,0,6065,-2.449776629,3393.189568,0.813417004,20.07512777,1.131871692,98.40957472,0.024485393,0.455513834
1087,GeoT� SL1,40.1,24.36,0,6276,-2.180478288,3538.81445,0.858474876,21.57959735,1.49138801,236.3140852,0.020830319,1.294937245
1088,GeoT� SL1,40.1,24.36,0,6487,-1.490639589,3446.045781,0.842583766,19.98011806,1.148185073,93.28594008,0.022188181,0.368683004
1089,GeoT� SL1,40.1,24.36,0,6593,-3.660991152,3509.048254,0.829491877,21.94163409,1.737179013,259.2680343,0.027835151,1.26175659
1090,GeoT� SL1,40.1,24.36,0,6698,-1.743187227,3983.078343,0.806788489,23.39361274,1.85283186,304.4779919,0.029747029,1.245287194
1091,GeoT� SL1,40.1,24.36,0,6807,-3.086718537,3464.452642,0.851322866,21.85842401,1.97117866,271.1442305,0.037818387,1.21983113
1092,GeoT� SL1,40.1,24.36,0,6945,-3.748907385,3164.408253,0.87615981,19.43383958,1.246531668,99.76797387,0.021503466,0.439652085
1093,GeoT� SL1,40.1,24.36,0,7082,-2.862125809,3700.035439,0.817843207,22.28048226,1.712932953,225.2691998,0.026434817,1.093832617
1094,GeoT� SL1,40.1,24.36,0,7220,-2.695027765,3762.987475,0.764580378,22.01709739,1.657942447,146.0989314,0.029911935,0.688291171
1095,GeoT� SL1,40.1,24.36,0,7358,-4.212186384,3382.087541,0.812747772,20.63787817,1.797564878,118.1771929,0.034989924,0.386034466
1096,GeoT� SL1,40.1,24.36,0,7495,-0.163260243,4411.621772,0.756756434,24.14121513,1.663170707,261.4311447,0.021079115,1.124895066
1097,GeoT� SL1,40.1,24.36,0,7531,-0.712898814,4276.95222,0.770012446,23.85778841,1.621645349,256.2853572,0.019135512,1.13958783
1098,GeoT� SL1,40.1,24.36,0,7559,-0.504271383,4167.989546,0.754091983,22.61493832,1.527718545,147.4418972,0.020914424,0.732303133
1099,GeoT� SL1,40.1,24.36,0,7586,0.802863543,4857.230291,0.753744193,25.55543284,1.835842739,337.1816922,0.02432088,1.126703959
1100,GeoT� SL1,40.1,24.36,0,7614,-1.773410741,3893.282626,0.754329153,21.53267327,1.558612679,101.5141837,0.02369204,0.355189236
1101,GeoT� SL1,40.1,24.36,0,7641,-1.142191269,4192.735345,0.78127171,23.94173125,1.833946487,308.630336,0.024219907,1.26438094
1102,GeoT� SL1,40.1,24.36,0,7669,-2.291356188,3900.253256,0.766764527,22.2988741,1.663389485,141.2042312,0.02504465,0.668757621
1103,GeoT� SL1,40.1,24.36,0,7696,-2.452824609,3849.457398,0.741247117,21.43145411,1.633836969,102.5936614,0.025347851,0.34445449
1104,GeoT� SL1,40.1,24.36,0,7724,-1.678504384,3997.971,0.74610493,22.50289689,1.700446298,151.0732,0.027474954,0.712982437
1105,GeoT� SL1,40.1,24.36,0,7751,-1.628313153,3940.084856,0.735073184,21.44987473,1.56456908,103.7123189,0.023916617,0.364166487
1106,GeoT� SL1,40.1,24.36,0,7790,-2.109796715,3950.471426,0.7334762,22.46782659,1.614137474,150.1889968,0.02673835,0.726575958
1107,GeoT� SL1,40.1,24.36,0,7832,-1.507005429,3992.638665,0.800976996,23.23739165,1.676357585,262.9490582,0.021589032,1.205558818
1108,GeoT� SL1,40.1,24.36,0,7873,0.099181238,4559.236866,0.725396979,24.40712223,1.642677706,235.8140486,0.021924964,0.996790033
1109,GeoT� SL1,40.1,24.36,0,7915,0.233626688,4614.415273,0.747368844,24.83523707,1.778829492,296.7580893,0.023517435,1.125372736
1110,GeoT� SL1,40.1,24.36,0,7956,0.556402495,4627.954617,0.768451586,24.97531608,1.749944462,323.1247625,0.021219365,1.20046206
1111,GeoT� SL1,40.1,24.36,0,7998,-0.88282956,4189.832263,0.774859212,23.56385768,1.737728821,243.4553511,0.023311521,1.088417618
1112,GeoT� SL1,40.1,24.36,0,8040,-1.106580465,3994.968474,0.757504925,22.14779632,1.485006482,144.118662,0.021610316,0.759261417
1113,GeoT� SL1,40.1,24.36,0,8081,0.134428469,4448.75118,0.745317276,24.06367502,1.601608595,233.7305528,0.021033585,1.038110676
1114,GeoT� SL1,40.1,24.36,0,8123,0.518722912,4596.991908,0.764713661,24.87677048,1.67774532,295.7614809,0.019206751,1.129424136
1115,GeoT� SL1,40.1,24.36,0,8164,0.355532965,4750.223963,0.724304037,25.19399703,1.848939998,298.4700939,0.026092883,1.051033673
1116,GeoT� SL1,40.1,24.36,0,8206,0.382895275,4544.893235,0.763210806,24.67523021,1.704089834,304.1093477,0.021244917,1.190846746
1117,GeoT� SL1,40.1,24.36,0,8247,0.590115338,4592.240326,0.748379361,24.3106906,1.629539535,228.4251573,0.020259013,0.98888057
1118,GeoT� SL1,40.1,24.36,0,8289,-0.006758013,4369.29168,0.774665336,24.25851178,1.630662819,306.4246302,0.018840076,1.283749812
1119,GeoT� SL1,40.1,24.36,0,8330,-0.564927338,4437.555479,0.733167823,24.09116661,1.776973222,242.6111174,0.025665849,1.027290887
1120,GeoT� SL1,40.1,24.36,0,8372,-2.747839578,3711.502343,0.776569425,21.27797926,1.558068217,101.0525776,0.02568252,0.349398461
1121,GeoT� SL1,40.1,24.36,0,8413,-1.910652524,3763.759886,0.759748213,20.93716976,1.513399281,107.7130721,0.025743929,0.391792009
1122,GeoT� SL1,40.1,24.36,0,8455,-3.202158382,3759.71991,0.752963531,22.35790235,1.948602004,171.4333585,0.036024607,0.737043907
1123,GeoT� SL1,40.1,24.36,0,8497,-1.997274747,4025.482632,0.736194842,23.13012641,1.89632826,210.4125949,0.032505723,0.912559102
1124,GeoT� SL1,40.1,24.36,0,8538,-0.524148732,4385.073461,0.749384233,24.15636159,1.770338349,242.0248834,0.023501581,0.997843408
1125,GeoT� SL1,40.1,24.36,0,8580,-1.32605613,4171.039256,0.745051126,23.26376894,1.741239718,199.1349848,0.02449469,0.918526356
1126,GeoT� SL1,40.1,24.36,0,8621,-1.326497841,4138.017828,0.711415287,22.20943168,1.700862991,108.093997,0.025554573,0.33383212
1127,GeoT� SL1,40.1,24.36,0,8663,-1.030074261,4140.749705,0.732682977,22.62436527,1.712783585,143.1761074,0.026810606,0.652873843
1128,GeoT� SL1,40.1,24.36,0,8704,-1.422954328,4094.625458,0.735697147,22.55580833,1.592596431,136.9254479,0.022133935,0.667657401
1129,GeoT� SL1,40.1,24.36,0,8746,-0.231536325,4484.314116,0.735550583,24.46844264,1.748674357,267.994571,0.022609958,1.075882829
1130,GeoT� SL1,40.1,24.36,0,8787,-0.529627695,4513.407891,0.699997944,23.95866023,1.817513232,189.6770843,0.026558437,0.822218321
1131,GeoT� SL1,40.1,24.36,0,8829,-1.475552548,3807.621885,0.775597451,20.97743045,1.47117732,101.9610834,0.021879708,0.372394827
1132,GeoT� SL1,40.1,24.36,0,8871,0.650005204,4766.204587,0.718961918,24.90353908,1.722219378,246.0366378,0.023635409,0.968164348
1133,GeoT� SL1,40.1,24.36,0,8912,0.03232271,4620.985289,0.736646478,24.74651186,1.74766408,264.1145305,0.021015527,1.040879426
1134,GeoT� SL1,40.1,24.36,0,8954,0.131057875,4621.255759,0.757541133,24.70115253,1.796953623,290.3588113,0.019987498,1.16721363
1135,GeoT� SL1,40.1,24.36,0,8995,0.175994774,4613.948911,0.717118507,24.22445727,1.716485929,204.4844781,0.023214351,0.889110398
1136,GeoT� SL1,40.1,24.36,0,9037,1.430274523,5015.955499,0.73944764,25.75979532,1.790986529,323.3038294,0.024883371,1.068456401
1137,GeoT� SL1,40.1,24.36,0,9078,1.459062058,4818.499089,0.707638852,24.77083797,1.579928656,233.6609694,0.024319407,0.982562902
1138,GeoT� SL1,40.1,24.36,0,9120,0.902211302,4582.546145,0.727371528,24.14578532,1.564533839,189.2083983,0.02171805,0.811077315
1139,GeoT� SL1,40.1,24.36,0,9161,-0.564771302,4422.406177,0.717009365,23.30001267,1.753821564,147.1084876,0.022806318,0.646870041
1140,GeoT� SL1,40.1,24.36,0,9203,-2.102564465,3929.562705,0.742996388,21.96247865,1.717745071,109.1904269,0.028338335,0.345097555
1141,GeoT� SL1,40.1,24.36,0,9231,-2.134267466,3875.202941,0.757658154,21.3897425,1.707048962,106.4159499,0.025872423,0.347030654
1142,GeoT� SL1,40.1,24.36,0,9256,0.541031134,4652.201013,0.72361027,24.48580655,1.666324063,224.7895817,0.023411155,0.942916393
1143,GeoT� SL1,40.1,24.36,0,9281,-0.839191329,4190.969257,0.736867278,22.23333931,1.646047916,112.9220178,0.022307021,0.352400136
1144,GeoT� SL1,40.1,24.36,0,9305,0.016610334,4434.0004,0.734386641,23.78586003,1.625893607,194.502156,0.022188754,0.87642202
1145,GeoT� SL1,40.1,24.36,0,9330,0.29502761,4577.718107,0.727070783,24.42562662,1.673275203,226.4281129,0.022445022,0.944147051
1146,GeoT� SL1,40.1,24.36,0,9355,-0.287034048,4470.482764,0.731181083,23.95247222,1.709835884,203.0082849,0.021968249,0.899645252
1147,GeoT� SL1,40.1,24.36,0,9380,-0.113001093,4477.567189,0.690104937,22.74200144,1.669797543,128.8898181,0.025041506,0.405530581
1148,GeoT� SL1,40.1,24.36,0,9404,0.515149032,4662.502996,0.728234094,24.51564527,1.698326653,232.6935985,0.022591358,0.976950851
1149,GeoT� SL1,40.1,24.36,0,9429,-0.268587323,4557.303644,0.710854749,24.52668164,1.795193517,250.8828424,0.026295881,0.990147264
1150,GeoT� SL1,40.1,24.36,0,9454,0.124903587,4468.062417,0.790405857,24.40514364,1.685558164,270.7718368,0.017418391,1.117859299
1151,GeoT� SL1,40.1,24.36,0,9479,-0.415361936,4292.75682,0.731599801,22.62472948,1.641007208,146.3490985,0.021752877,0.721152563
1152,GeoT� SL1,40.1,24.36,0,9503,-1.330914663,3873.826727,0.759570215,21.19940362,1.441033735,97.77371036,0.020170763,0.341444651
1153,GeoT� SL1,40.1,24.36,0,9528,1.096751813,4868.449892,0.695239087,25.25501426,1.668990892,255.4237126,0.025646254,0.929393835
1154,GeoT� SL1,40.1,24.36,0,9553,0.323581849,4479.511067,0.704930462,23.32635459,1.604033308,144.3476035,0.024246563,0.616952953
1155,GeoT� SL1,40.1,24.36,0,9578,-0.416907918,4357.4869,0.721996987,23.5557581,1.6653907,189.1747324,0.024003626,0.868658994
1156,GeoT� SL1,40.1,24.36,0,9602,-0.562596474,4301.228207,0.704448906,22.36235336,1.731042088,122.0153517,0.026578516,0.383314657
1157,GeoT� SL1,40.1,24.36,0,9627,-0.282500592,4448.75244,0.735923071,24.04892233,1.700702427,230.9159452,0.023089204,1.006137969
1158,GeoT� SL1,40.1,24.36,0,9652,0.813853451,4772.465204,0.734315628,25.12876158,1.732054305,297.9617513,0.024147736,1.110593095
1159,GeoT� SL1,40.1,24.36,0,9677,0.713466041,4793.021503,0.693860157,24.73306338,1.688893185,214.2218295,0.025878453,0.878674534
1160,GeoT� SL1,40.1,24.36,0,9701,-0.895189443,4031.933332,0.809613996,23.01625142,1.591745492,212.8372836,0.017112578,1.027054076
1161,GeoT� SL1,40.1,24.36,0,9726,1.400748237,4990.786581,0.71283162,25.41760251,1.702040347,263.8889101,0.024821616,0.980788092
1162,GeoT� SL1,40.1,24.36,0,9751,0.021251084,4354.914154,0.743258901,23.84079064,1.581630044,236.7931476,0.021091379,1.055203267
1163,GeoT� SL1,40.1,24.36,0,9776,1.365587858,4943.391435,0.703960066,25.33388442,1.71925432,257.4558374,0.025971536,0.955449788
1164,GeoT� SL1,40.1,24.36,0,9800,1.669939435,5071.927417,0.751893114,25.92936468,1.823718089,329.7103912,0.026093335,1.052445101
1165,GeoT� SL1,40.1,24.36,0,9825,0.352398151,4746.252596,0.677675397,24.48645706,1.685324489,187.7412461,0.026434301,0.766848646
1166,GeoT� SL1,40.1,24.36,0,9850,-0.303245943,4441.429039,0.723901079,23.76050962,1.679419992,189.1003427,0.023371324,0.860202383
1167,GeoT� SL1,40.1,24.36,0,9875,-0.120824182,4383.876577,0.688537505,22.61210286,1.539211802,117.1205675,0.025160418,0.363047395
1168,GeoT� SL1,40.1,24.36,0,9899,1.93367346,5128.916583,0.728042409,26.05095575,1.713562527,300.3920516,0.025508681,0.946166171
1169,GeoT� SL1,40.1,24.36,0,9924,-0.857980088,4163.425488,0.716340699,22.29238556,1.523757323,111.550452,0.022689786,0.350654752
1170,GeoT� SL1,40.1,24.36,0,9949,-0.507935778,4442.077443,0.712840436,23.80084448,1.702236234,187.9110586,0.025398684,0.828981969
1171,GeoT� SL1,40.1,24.36,0,9974,0.034438335,4521.679105,0.761692422,24.65305078,1.863889897,330.4183134,0.025493331,1.247558424
1172,GeoT� SL1,40.1,24.36,0,10073,-0.718838816,4144.106003,0.698140389,22.09747698,1.60582537,109.7324306,0.027480675,0.346978706
1173,GeoT� SL1,40.1,24.36,0,10353,-0.339418696,4695.03377,0.641921609,24.76557778,1.644436017,202.2893775,0.026158843,0.780597965
1174,GeoT� SL1,40.1,24.36,0,10603,-1.725036815,4236.326341,0.724878356,24.39565564,2.147122843,308.9879365,0.0348452,1.065789424
1175,GeoT� SL1,40.1,24.36,0,10854,-3.466697479,3709.681514,0.756581393,22.5475585,1.923883169,212.6145808,0.033171499,0.915677935
1176,GeoT� SL1,40.1,24.36,0,11104,-5.907771508,3258.062193,0.770891712,20.94510021,2.080279119,147.4100337,0.044893091,0.457512683
1177,GeoT� SL1,40.1,24.36,0,11355,-5.227694448,3376.266982,0.754592852,21.06873026,1.994696254,143.4562617,0.04094237,0.438824252
1178,GeoT� SL1,40.1,24.36,0,11605,-4.394732903,3624.76462,0.671641438,22.00569863,2.025629493,139.2688853,0.042633044,0.460501717
1179,GeoT� SL1,40.1,24.36,0,11844,-6.209638591,3236.29074,0.755395879,20.97640165,1.960779413,154.3272151,0.044366746,0.479122601
1180,GeoT� SL1,40.1,24.36,0,11983,-4.67322545,3508.635177,0.683444206,21.65353332,2.035121988,156.6444573,0.041921608,0.492975913
1181,GeoT� SL1,40.1,24.36,0,12122,-4.23998967,3659.005274,0.676524225,21.96561986,1.893263439,135.3525472,0.039027354,0.432089158
1182,GeoT� SL1,40.1,24.36,0,12261,-3.520262972,3876.753685,0.704958438,23.44122087,2.179112533,253.4802835,0.039070484,0.950652618
1183,Steregoiu,47.813,23.5447,790,1505,0.417062542,3446.462961,0.847645926,19.41065387,1.36704484,215.1031926,0.021307875,0.852866581
1184,Steregoiu,47.813,23.5447,790,1817,0.602741887,3535.25039,0.843957022,19.52799084,1.386434677,236.4590762,0.022072236,0.904395322
1185,Steregoiu,47.813,23.5447,790,2219,0.69282274,3571.609794,0.855778077,19.65739682,1.322007728,234.2015581,0.021038674,0.889426378
1186,Steregoiu,47.813,23.5447,790,2308,0.477140973,3550.755348,0.848861631,19.4307543,1.32217747,219.8415203,0.020892641,0.813934736
1187,Steregoiu,47.813,23.5447,790,2509,0.609593963,3376.720846,0.886129695,19.53581889,0.900906496,139.0137216,0.016976259,0.548095157
1188,Steregoiu,47.813,23.5447,790,2587,0.333706746,3378.85336,0.87594073,19.7981518,1.062155989,137.4947655,0.018972147,0.532472082
1189,Steregoiu,47.813,23.5447,790,2728,0.569591865,3485.515926,0.865517753,19.81603217,0.956720505,135.381532,0.018185069,0.507731593
1190,Steregoiu,47.813,23.5447,790,2825,0.84887464,3557.731637,0.859979542,20.51228786,0.967476831,149.5438537,0.018195855,0.597554766
1191,Steregoiu,47.813,23.5447,790,3172,-0.469145811,2861.197527,0.978969376,17.56216958,0.89118501,133.7853008,0.017043204,0.419211209
1192,Mohos1,46.083,25.9167,1050,0,-2.240622475,2404.005651,0.979518904,16.86383977,0.714550572,84.26420896,0.008356949,0.307041411
1193,Mohos1,46.083,25.9167,1050,1,-0.883237528,2601.03332,0.945858845,16.33053031,0.692888955,75.0588869,0.010291215,0.257506704
1194,Mohos1,46.083,25.9167,1050,10,-0.586822945,2646.81845,0.948076788,17.13503969,0.739669851,88.86057323,0.010418073,0.321682089
1195,Mohos1,46.083,25.9167,1050,19,-0.501901755,2795.778045,0.930924251,17.65574554,0.723216188,96.6283512,0.010287463,0.362193232
1196,Mohos1,46.083,25.9167,1050,29,-0.179507304,2876.662523,0.922154867,17.41094336,0.892123801,123.7341748,0.013713487,0.459905597
1197,Mohos1,46.083,25.9167,1050,38,0.398634973,3200.308735,0.872789274,18.82806618,1.156921627,165.7841189,0.017438014,0.66790588
1198,Mohos1,46.083,25.9167,1050,47,0.315058229,3065.416153,0.890996014,17.78989534,1.129028286,157.7796412,0.016258732,0.58305729
1199,Mohos1,46.083,25.9167,1050,56,-0.114543965,3125.062347,0.861350523,18.31731563,1.127323479,142.757419,0.017279568,0.611861758
1200,Mohos1,46.083,25.9167,1050,66,0.591133267,3462.818515,0.859170634,19.5411446,1.005690828,172.4341073,0.017420074,0.682904061
1201,Mohos1,46.083,25.9167,1050,75,0.116329418,3311.366859,0.866845071,18.88940818,1.258889584,181.1742251,0.018515837,0.723667721
1202,Mohos1,46.083,25.9167,1050,84,1.039912684,3139.076575,0.892503856,17.78903074,1.164494943,173.5616144,0.018488583,0.648286588
1203,Mohos1,46.083,25.9167,1050,93,0.355432075,2850.00945,0.926249505,17.90291601,1.054503114,132.080757,0.013891152,0.565965517
1204,Mohos1,46.083,25.9167,1050,103,0.076600892,2766.798815,0.927075824,17.115354,0.904115672,104.90062,0.012521265,0.401015067
1205,Mohos1,46.083,25.9167,1050,112,0.622902069,3208.342301,0.884117877,18.05618287,1.241153189,182.8889772,0.01923887,0.699126384
1206,Mohos1,46.083,25.9167,1050,146,0.040106052,3041.367086,0.883882571,17.92610265,1.265383702,160.8641265,0.017950093,0.65005806
1207,Mohos1,46.083,25.9167,1050,179,0.505973693,3079.133389,0.883617924,17.80877566,1.06493144,146.5720601,0.01928934,0.601426011
1208,Mohos1,46.083,25.9167,1050,213,0.958704594,2871.012424,0.933690133,16.99365526,1.036956573,132.0950564,0.016193835,0.472522264
1209,Mohos1,46.083,25.9167,1050,247,0.545250874,3243.935479,0.86872225,18.5007513,1.279711268,193.7460262,0.019806893,0.751724502
1210,Mohos1,46.083,25.9167,1050,281,0.495553658,2909.780097,0.929072048,17.76867426,1.117367672,154.416661,0.015137,0.599048784
1211,Mohos1,46.083,25.9167,1050,315,0.099160242,3170.039388,0.883135954,18.83103968,1.370246483,187.5160472,0.018958253,0.79679164
1212,Mohos1,46.083,25.9167,1050,348,-0.107582349,2821.996934,0.933604953,17.99154307,1.047643174,140.9664829,0.013516079,0.564190671
1213,Mohos1,46.083,25.9167,1050,382,0.132622654,2840.503005,0.937022595,18.25770051,1.100006777,146.2649605,0.013904157,0.616006695
1214,Mohos1,46.083,25.9167,1050,416,0.352138109,3126.257643,0.874233222,18.94332425,1.258726983,171.8993213,0.018162582,0.75373314
1215,Mohos1,46.083,25.9167,1050,450,0.598062058,3309.93239,0.875744134,19.44013579,1.32425707,206.8259081,0.019605506,0.880876772
1216,Mohos1,46.083,25.9167,1050,483,0.69576249,3321.304545,0.858797133,18.72000689,1.259409429,200.9002179,0.02041809,0.761676157
1217,Mohos1,46.083,25.9167,1050,517,0.438545672,3443.096639,0.841063499,20.01800726,1.273782444,197.9029469,0.020335341,0.826271511
1218,Mohos1,46.083,25.9167,1050,551,0.055476365,3090.875313,0.878457023,19.13224183,1.102705677,150.9801907,0.015934634,0.652608901
1219,Mohos1,46.083,25.9167,1050,585,0.033072171,3278.669579,0.859868355,20.47915251,1.25907405,176.2635245,0.019444396,0.836156746
1220,Mohos1,46.083,25.9167,1050,614,0.40954329,3609.017206,0.844520424,20.26783308,1.347292798,234.0905273,0.021357985,0.935045181
1221,Mohos1,46.083,25.9167,1050,644,0.438241296,3357.506752,0.871708087,19.76110396,1.334621674,211.3163786,0.019488727,0.878942686
1222,Mohos1,46.083,25.9167,1050,674,0.199482029,3278.519438,0.859585932,18.87070018,1.401233564,195.1160821,0.020980228,0.819434462
1223,Mohos1,46.083,25.9167,1050,703,0.316507939,3573.714657,0.84336853,21.12467502,1.196278474,191.9699601,0.01869219,0.841389769
1224,Mohos1,46.083,25.9167,1050,733,0.297582334,3414.224414,0.855468821,19.87887716,1.239064985,199.1394036,0.018985162,0.810522799
1225,Mohos1,46.083,25.9167,1050,762,0.267540516,3742.10838,0.833740313,20.44996931,1.336797902,242.9125531,0.021570087,0.905652637
1226,Mohos1,46.083,25.9167,1050,792,0.262710972,3381.903363,0.858907944,20.3782814,1.165891275,181.5268935,0.017413372,0.787840915
1227,Mohos1,46.083,25.9167,1050,821,0.067557556,3537.796993,0.851161003,20.94312851,1.368379281,214.2602288,0.019654966,0.920045428
1228,Mohos1,46.083,25.9167,1050,880,0.083923254,3074.29984,0.887658316,19.10538216,1.263980057,158.8857891,0.017296235,0.749864527
1229,Mohos1,46.083,25.9167,1050,910,0.30786563,3183.410755,0.877075537,19.22692316,1.091164898,148.5771291,0.016666206,0.69112005
1230,Mohos1,46.083,25.9167,1050,940,0.280885667,3357.82711,0.858739894,19.75862769,1.21620761,183.4503207,0.018689713,0.79957475
1231,Mohos1,46.083,25.9167,1050,969,0.380779342,3313.704924,0.86565099,19.6307237,1.199141339,178.551858,0.018118681,0.779131674
1232,Mohos1,46.083,25.9167,1050,1026,0.120032255,3392.565577,0.853571638,20.32207994,1.252720647,189.8062974,0.018308926,0.8143232
1233,Mohos1,46.083,25.9167,1050,1053,0.454535734,3746.174493,0.815358792,21.57097391,1.315114222,236.9933767,0.021386851,0.96272792
1234,Mohos1,46.083,25.9167,1050,1081,0.185510527,3632.268983,0.833926525,21.42779537,1.378893101,226.4706886,0.02043728,0.948343839
1235,Mohos1,46.083,25.9167,1050,1135,0.079990232,3129.230268,0.871239635,19.57271551,1.093660348,152.8478856,0.015767292,0.680983162
1236,Mohos1,46.083,25.9167,1050,1163,0.268061352,2980.510453,0.91236725,18.88066449,1.198632192,160.3296002,0.015698392,0.718368926
1237,Mohos1,46.083,25.9167,1050,1217,0.291234314,3548.696066,0.839029454,21.40621202,1.279442329,208.2627513,0.019340543,0.907539221
1238,Mohos1,46.083,25.9167,1050,1245,0.386171184,3331.264016,0.87048601,19.66295572,1.255709572,198.4500161,0.018377022,0.816999824
1239,Mohos1,46.083,25.9167,1050,1272,0.685247075,3468.48962,0.837785752,19.99984674,1.049229545,168.4428889,0.018264701,0.719472361
1240,Mohos1,46.083,25.9167,1050,1299,0.791956581,3174.308474,0.880882908,19.13661832,1.089381684,154.2256336,0.016857868,0.690457759
1241,Mohos1,46.083,25.9167,1050,1327,0.58647811,3215.968847,0.86511469,19.74206036,1.162415858,162.0857586,0.017890233,0.7767867
1242,Mohos1,46.083,25.9167,1050,1354,0.415455655,3297.600992,0.863087219,19.98358928,1.191165533,172.334947,0.018058541,0.791055635
1243,Mohos1,46.083,25.9167,1050,1381,0.192884729,3485.931495,0.84190655,19.81268064,1.128116438,188.0938748,0.020545108,0.765073292
1244,Mohos1,46.083,25.9167,1050,1418,0.345470291,3353.149529,0.858699303,19.86626715,1.076933345,174.3701447,0.016564588,0.720442628
1245,Mohos1,46.083,25.9167,1050,1454,0.334456123,3144.366957,0.883635848,19.76981785,1.177984193,168.5716093,0.016374371,0.765860338
1246,Mohos1,46.083,25.9167,1050,1490,0.223853304,2986.775492,0.903647001,18.59218539,1.316936793,173.5791146,0.017190881,0.753265266
1247,Mohos1,46.083,25.9167,1050,1527,0.072712589,3430.513041,0.859347697,20.02064898,1.349950382,209.0377694,0.019512511,0.867528824
1248,Mohos1,46.083,25.9167,1050,1563,0.267593332,3269.157747,0.878418834,18.74871561,1.26867215,202.1562364,0.018266007,0.764087036
1249,Mohos1,46.083,25.9167,1050,1600,0.062097409,3248.440173,0.874411019,19.25708856,1.411506027,196.1886988,0.01966293,0.843025302
1250,Mohos1,46.083,25.9167,1050,1709,0.547170027,3031.057136,0.905377517,18.59479526,1.260901671,170.7845092,0.017430921,0.763881514
1251,Mohos1,46.083,25.9167,1050,1782,0.176190696,2761.934659,0.943671688,17.93314436,1.232917805,150.6651214,0.015136176,0.669060463
1252,Mohos1,46.083,25.9167,1050,1891,0.629755481,3326.183715,0.880295545,20.32154176,1.221931825,190.5447973,0.017618662,0.854287
1253,Mohos1,46.083,25.9167,1050,2025,0.256120306,3725.385558,0.828940813,20.78556362,1.469410601,260.5262519,0.02293207,1.008262374
1254,Mohos1,46.083,25.9167,1050,2092,0.346586924,3476.316009,0.863612769,20.13576105,1.278063289,212.3642995,0.019226774,0.864828952
1255,Mohos1,46.083,25.9167,1050,2293,0.700008985,3353.98342,0.874196984,20.53221333,1.197337478,188.1563354,0.017564857,0.794821245
1256,Mohos1,46.083,25.9167,1050,2437,-0.40762185,3099.048232,0.908398602,20.33508776,0.985103725,143.1211207,0.012784418,0.631555007
1257,Mohos1,46.083,25.9167,1050,4254,0.759230516,3582.987676,0.866705064,23.1717391,1.215988334,130.2060742,0.015673674,0.553525342
1258,Mohos1,46.083,25.9167,1050,4967,-1.686366462,2788.226845,0.99547414,18.20052777,0.969960316,131.8054213,0.011402787,0.439036477
1259,Mohos1,46.083,25.9167,1050,5533,-2.295634691,2479.896364,1.004883213,16.26986837,1.007748873,130.6631463,0.011589973,0.415059472
1260,Mohos1,46.083,25.9167,1050,6268,-2.038140443,2947.879621,0.978073435,17.00053832,1.415274032,143.2882136,0.015576339,0.501019897
1261,Mohos1,46.083,25.9167,1050,7224,-0.584232803,3016.11803,0.969364755,17.07111799,1.495107035,138.1690185,0.016630572,0.541290701
1262,Mohos1,46.083,25.9167,1050,7547,-0.454717459,2929.481341,0.9757896,16.25652902,1.319465821,134.0165131,0.017657775,0.44617955
1263,Dry Lake 2,42.038,23.533,1900,24,-3.998379702,3041.628369,0.853963562,15.78405824,0.492515734,71.15354383,0.008550945,0.283988459
